marka;forma;vstrech;innov;tip;chem_dobyta;primer;ssylka
6000/200;Ц/Ц;1;1;компрессор;провайдер;ЗАКЛЮЧЕНИЕ № 10761-02-25ТУ-ПБ экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте Объект экспертизы:Компрессор поршневой 6000/200, зав. №26 М;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-85226-2025
ВО 06-320 №4;К Ц-Ц №Ц;1;1;не машина;провайдер;"Заключение экспертизы промышленной безопасности № 2021/01-25 на техническое устройство Вентилятор осевой типа ВО 06-320 №4 поз. В-3, зав. № б/н (ООО ""Управление этиленопроводов-Нижнекамскнефтехим"", Ре";https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-631307-2026
Ц4-70 № 4;КЦ-Ц № Ц;1;1;не машина;провайдер;"Заключение экспертизы промышленной безопасности № 1920/01-25 на техническое устройство вентилятор радиальный типа Ц4-70 № 4, поз. П-7, зав. №б/н (ООО ""Управление этиленопроводов-Нижнекамскнефтехим"", Р";https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-573313-2025
СППК5 100-16;КЦ Ц-Ц;1;1;не машина;провайдер;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № 0320/01-25 техническое устройство – Предохранительный клапан СППК5 100-16, зав. № 3255 (ООО «Управление этиленопроводов-Нижнекамскнефтехим», Республик;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-28900-2025
GA22-EL-13;ЛЦ-Л-Ц;1;1;компрессор;провайдер;техническое устройство: Винтовая компрессорная установка GA22-EL-13, зав. № 8152340090, рег.№ б/н, инв. №14896ДВ01, ЦДНГ №1 «Арчединский». ОПО – Площадка промысловой компрессорной станции (КС «Кудинов;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-86496-2025
ЕПП-8,0-200-1-3;К-Ц,Ц-Ц-Ц-Ц;1;1;не машина;провайдер;техническое устройство – Емкость ЕПП-8,0-200-1-3 , зав. №506, рег. №783А, инв. №14882ЛВНГ. ЦДНГ №1 «Арчединский». ОПО – Площадка промысловой компрессорной станции (КС «Кудиновская»), рег. № А53-05647-;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-15067-2024
В-3.2 У1;К-Ц.Ц КЦ;1;1;ресивер;провайдер;сосуд работающий под давлением, применяемый на опасном производственном объекте – воздухосборник В-3.2 У1 зав. № 0003(8), рег. № 31141, ст. № 5;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-19811-2022
ИП-90, 1,5РД;К-Ц, Ц,ЦК;1;1;ресивер;провайдер;Испаритель панельный ИП-90, ресивер дренажный 1,5РД «Площадки аммиачно-холодильной установки компрессорного цеха»;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-02693-2014
В-3,2.00.000.02 сб;К-Ц,Ц.Ц.Ц.Ц К;1;1;ресивер;провайдер;воздухосборник В-3,2.00.000.02 сб, рег. №28750, зав. №287 применяемое на опасном производственном объекте: Площадка производства химикатов и лесохимии, Иркутская область, г. Братск (рег. № А19-07153-0;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-09453-2022
В-0.9-1-2-20;К-Ц.Ц-Ц-Ц-Ц;1;1;ресивер;провайдер;на техническое устройство, применяемое на опасном производственном объекте: Воздухосборник В-0.9-1-2-20, зав.№11007, рег.№9941 БПО Северная Нижневартовский филиал ООО РН-Бурение;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-686169-2026
2,7-1,0-УХЛ1;Ц,Ц-Ц,Ц-КЦ;1;1;ресивер;провайдер;Воздухосборник 2,7-1,0-УХЛ1, зав.№ 35, рег.№ 1793-НЮ;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-63398-2025
58900.02-02 ПС;Ц.Ц-Ц К;1;1;ресивер;провайдер;Воздухосборник 58900.02-02 ПС V-0.9 м3, зав.№ 354, применяемое на опасном производственном объекте Нефтеюганского филиала ООО «РН-Бурение»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-15832-2025
1622.0254.00;Ц.Ц.Ц;1;1;ресивер;провайдер;на техническое устройство «Ресивер 1622.0254.00, зав. №03059», применяемое на опасном производственном объекте Нижневартовский филиал ООО «РН-Бурение»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-36973-2024
СБ 06-426/БУ75БР;К Ц-Ц/КЦК;1;1;ресивер;провайдер;Заключение экспертизы промышленной безопасности № 2440220/6215Д/УФФ-12-3064/02/02-ЭПБ-2022 на технические устройства, применяемые на опасном производственном объекте: Воздухосборник СБ 06-426/БУ75БР з;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40086-2023
БУ 3900/225 ЭПК БМ-3;К Ц/Ц К К-Ц;1;1;не машина;провайдер;"""Буровая установка «БУ 3900/225 ЭПК БМ-3, зав. № 7 с вышкой 54018.25.000-3 зав. № 2» и сосуд, работающий под давлением «Воздухосборник V=3,3 м3 зав. № 7727, № 7728»";https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-01528-2020
2ВУ 0,25-0,6/16;ЦК Ц,Ц-Ц,Ц/Ц;1;1;компрессор;провайдер;Компрессорная установка 2ВУ 0,25-0,6/16 зав. № 387;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04242-2017
УК 06.16-00.000 ПС;К Ц.Ц-Ц.Ц К;1;1;компрессор;провайдер;Компрессорная установка УК 06.16-00.000 ПС зав. № 103;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04246-2017
AS – 1,686;Л – Ц,Ц;1;1;ресивер;провайдер;Техническое устройство «Ресивер аммиачный горизонтальный AS – 1,686 регистрационный № KХ-034, заводской № 888», применяемый на опасном производственном объекте «Аммиачно-холодильная установка», рег. №;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-21869-2023
КГЗ-2-2 С-И-02;К-Ц-Ц К-К-Ц;1;1;не машина;провайдер;"ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № 729-2025 Колонка газовая заправочная двухпостовая двухступенчатая КГЗ-2-2 С-И-02 зав.№ 70712144;Колонка газовая заправочная двухпостовая двухступенчата";https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-654791-2026
В-2, В-2,5, В-1,6;К-Ц, К-Ц,Ц, К-Ц,Ц;1;1;ресивер;провайдер;технические устройства «воздухосборники В-2 (зав. № 790), В-2,5 (зав. № 19), В-2,5 (зав. № 17018), В-2 (зав. № 761842975), В-2 (зав. № 761843071), В-1,6 (зав. № 7606309)», ОАО «Евразруда» Шахта Горно-;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-10454-2015
РДВ-,5;К-,Ц;1;1;ресивер;провайдер;"ресивер РДВ-,5, зав. №336, рег. №21214 ОПО ""Аммиачно-холодильная установка"" (рег.№ А47-11135-0001, IV класс опасности)";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-07863-2019
Ro Flo 217М;Л Л ЦК;1;1;компрессор;провайдер;''Ротационный компрессор Ro Flo 217М'' зав. № 8934 эксплуатируемый ТПП «Ямалнефтегаз» ООО «ЛУКОЙЛ - Западная Сибирь»;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-837012-2026
НМШ5-25-4,0/4 Б1 У3;КЦ-Ц-Ц,Ц/Ц КЦ КЦ;1;1;не машина;провайдер;"Насос НМШ5-25-4,0/4 Б1 У3, зав. № 1Ж116, эксплуатируемая ТПП ""Урайнефтегаз»"" ООО «ЛУКОЙЛ-Западная Сибирь», Площадка компрессорной станции Северо-Даниловского м/р Блок осушки Северо-Даниловское м/р";https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-682232-2026
1-4-1200-20-1-2-4;Ц-Ц-Ц-Ц-Ц-Ц-Ц;1;1;ресивер;провайдер;Сосуд, работающий под давлением, эксплуатируемый ТПП «Когалымнефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь» Воздухосборник 1-4-1200-20-1-2-4 зав. № 76923 рег. № 108-К;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-430361-2025
COMBAT CTUA 22 G;Л Л Ц Л;1;1;не машина;провайдер;техническое устройство: тепловентилятор COMBAT CTUA 22 G, отд. ремонта компрессоров, применяемое на опасном производственном объекте: «Сеть газопотребления Эксплуатационного локомотивного депо Ярослав;https://monitor-pb.ru/conclusion/76-%D0%A2%D0%A3-817470-2026
